64
0010,0000
0010,0001
0010,0010
0010,0011
0010,0100
0010,0101
0010,0110
0010,0111
0010,1000
0010,1001
0010,1010
0010,1011
0010,1100
0010,1101
0010,1110
0010,1111
0110,0000
0110,0001
0110,0010
0110,0011
0110,0100
0110,0101
0110,0110
0110,0111
0110,1000
0110,1001
0110,1010
0110,1011
0110,1100
0110,1101
0110,1110
0110,1111
1010,0000
1010,0001
1010,0010
1010,0011
1010,0100
1010,0101
1010,0110
1010,0111
1010,1000
1010,1001
1010,1010
1010,1011
1010,1100
1010,1101
1010,1110
1010,1111
1110,0000
1110,0001
1110,0010
1110,0011
1110,0100
1110,0101
1110,0110
1110,0111
1110,1000
1110,1001
1110,1010
1110,1011
1110,1100
1110,1101
1110,1110
1110,1111
