32768
0000,0000,0000,0000,0000
0000,0000,0000,0000,0010
0000,0000,0000,0000,0100
0000,0000,0000,0000,0110
0000,0000,0000,0000,1000
0000,0000,0000,0000,1010
0000,0000,0000,0000,1100
0000,0000,0000,0000,1110
0000,0000,0000,0010,0000
0000,0000,0000,0010,0010
0000,0000,0000,0010,0100
0000,0000,0000,0010,0110
0000,0000,0000,0010,1000
0000,0000,0000,0010,1010
0000,0000,0000,0010,1100
0000,0000,0000,0010,1110
0000,0000,0000,0100,0000
0000,0000,0000,0100,0010
0000,0000,0000,0100,0100
0000,0000,0000,0100,0110
0000,0000,0000,0100,1000
0000,0000,0000,0100,1010
0000,0000,0000,0100,1100
0000,0000,0000,0100,1110
0000,0000,0000,0110,0000
0000,0000,0000,0110,0010
0000,0000,0000,0110,0100
0000,0000,0000,0110,0110
0000,0000,0000,0110,1000
0000,0000,0000,0110,1010
0000,0000,0000,0110,1100
0000,0000,0000,0110,1110
0000,0000,0000,1000,0000
0000,0000,0000,1000,0010
0000,0000,0000,1000,0100
0000,0000,0000,1000,0110
0000,0000,0000,1000,1000
0000,0000,0000,1000,1010
0000,0000,0000,1000,1100
0000,0000,0000,1000,1110
0000,0000,0000,1010,0000
0000,0000,0000,1010,0010
0000,0000,0000,1010,0100
0000,0000,0000,1010,0110
0000,0000,0000,1010,1000
0000,0000,0000,1010,1010
0000,0000,0000,1010,1100
0000,0000,0000,1010,1110
0000,0000,0000,1100,0000
0000,0000,0000,1100,0010
0000,0000,0000,1100,0100
0000,0000,0000,1100,0110
0000,0000,0000,1100,1000
0000,0000,0000,1100,1010
0000,0000,0000,1100,1100
0000,0000,0000,1100,1110
0000,0000,0000,1110,0000
0000,0000,0000,1110,0010
0000,0000,0000,1110,0100
0000,0000,0000,1110,0110
0000,0000,0000,1110,1000
0000,0000,0000,1110,1010
0000,0000,0000,1110,1100
0000,0000,0000,1110,1110
0000,0000,0010,0000,0000
0000,0000,0010,0000,0010
0000,0000,0010,0000,0100
0000,0000,0010,0000,0110
0000,0000,0010,0000,1000
0000,0000,0010,0000,1010
0000,0000,0010,0000,1100
0000,0000,0010,0000,1110
0000,0000,0010,0010,0000
0000,0000,0010,0010,0010
0000,0000,0010,0010,0100
0000,0000,0010,0010,0110
0000,0000,0010,0010,1000
0000,0000,0010,0010,1010
0000,0000,0010,0010,1100
0000,0000,0010,0010,1110
0000,0000,0010,0100,0000
0000,0000,0010,0100,0010
0000,0000,0010,0100,0100
0000,0000,0010,0100,0110
0000,0000,0010,0100,1000
0000,0000,0010,0100,1010
0000,0000,0010,0100,1100
0000,0000,0010,0100,1110
0000,0000,0010,0110,0000
0000,0000,0010,0110,0010
0000,0000,0010,0110,0100
0000,0000,0010,0110,0110
0000,0000,0010,0110,1000
0000,0000,0010,0110,1010
0000,0000,0010,0110,1100
0000,0000,0010,0110,1110
0000,0000,0010,1000,0000
0000,0000,0010,1000,0010
0000,0000,0010,1000,0100
0000,0000,0010,1000,0110
0000,0000,0010,1000,1000
0000,0000,0010,1000,1010
0000,0000,0010,1000,1100
0000,0000,0010,1000,1110
0000,0000,0010,1010,0000
0000,0000,0010,1010,0010
0000,0000,0010,1010,0100
0000,0000,0010,1010,0110
0000,0000,0010,1010,1000
0000,0000,0010,1010,1010
0000,0000,0010,1010,1100
0000,0000,0010,1010,1110
0000,0000,0010,1100,0000
0000,0000,0010,1100,0010
0000,0000,0010,1100,0100
0000,0000,0010,1100,0110
0000,0000,0010,1100,1000
0000,0000,0010,1100,1010
0000,0000,0010,1100,1100
0000,0000,0010,1100,1110
0000,0000,0010,1110,0000
0000,0000,0010,1110,0010
0000,0000,0010,1110,0100
0000,0000,0010,1110,0110
0000,0000,0010,1110,1000
0000,0000,0010,1110,1010
0000,0000,0010,1110,1100
0000,0000,0010,1110,1110
0000,0000,0100,0000,0000
0000,0000,0100,0000,0010
0000,0000,0100,0000,0100
